index,slug,category,level,updated_date,duration_text,title,pdf_filename,status,step_count,pdf_page_count,url
389,your-first-webgpu-app,Firebase / Web / Flutter / Mobile,高階,2026-03-28,,第一個 WebGPU 應用程式,389__your-first-webgpu-app__第一個-WebGPU-應用程式.pdf,passed,9,65,https://codelabs.developers.google.com/your-first-webgpu-app?hl=zh-tw
423,web-vitals-ga4-publisher,Firebase / Web / Flutter / Mobile,高階,2026-03-28,,使用廣告指標評估網站體驗核心指標欄位資料,423__web-vitals-ga4-publisher__使用廣告指標評估網站體驗核心指標欄位資料.pdf,passed,10,22,https://codelabs.developers.google.com/codelabs/web-vitals-ga4-publisher?hl=zh-tw
446,lit-2-for-react-devs,Firebase / Web / Flutter / Mobile,高階,2026-03-28,,適用於 React 開發人員的 Lit,446__lit-2-for-react-devs__適用於-React-開發人員的-Lit.pdf,passed,12,68,https://codelabs.developers.google.com/codelabs/lit-2-for-react-devs?hl=zh-tw
231,angular-standalone-components,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,開始使用獨立元件,231__angular-standalone-components__開始使用獨立元件.pdf,passed,11,39,https://codelabs.developers.google.com/angular-standalone-components?hl=zh-tw
251,flutter-codelab-first,Firebase / Web / Flutter / Mobile,高階,2026-04-09,1 小時 25 分鐘,您的第一個 Flutter 應用程式,251__flutter-codelab-first__您的第一個-Flutter-應用程式.pdf,passed,9,71,https://codelabs.developers.google.com/codelabs/flutter-codelab-first?hl=zh-tw
252,flutter-animated-responsive-layout,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,使用 Material 3 建構動畫回應式應用程式的版面配置,252__flutter-animated-responsive-layout__使用-Material-3-建構動畫回應式應用程式的版面配置.pdf,passed,9,57,https://codelabs.developers.google.com/codelabs/flutter-animated-responsive-layout?hl=zh-tw
254,flutter-flame-brick-breaker,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,簡介：採用 Flutter 的 Flame,254__flutter-flame-brick-breaker__簡介-採用-Flutter-的-Flame.pdf,passed,11,65,https://codelabs.developers.google.com/codelabs/flutter-flame-brick-breaker?hl=zh-tw
259,flutter-word-puzzle,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,使用 Flutter 建構字謎遊戲,259__flutter-word-puzzle__使用-Flutter-建構字謎遊戲.pdf,passed,10,106,https://codelabs.developers.google.com/codelabs/flutter-word-puzzle?hl=zh-tw
261,flutter-in-app-purchases,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,在 Flutter 應用程式加入應用程式內購項目,261__flutter-in-app-purchases__在-Flutter-應用程式加入應用程式內購項目.pdf,passed,12,91,https://codelabs.developers.google.com/codelabs/flutter-in-app-purchases?hl=zh-tw
271,mdc-103-flutter,Firebase / Web / Flutter / Mobile,高階,2026-04-09,,MDC-103 Flutter：利用顏色、形狀、高度和類型建立 Material Design 主題,271__mdc-103-flutter__MDC-103-Flutter-利用顏色、形狀、高度和類型建立-Material-Design-主題.pdf,passed,10,37,https://codelabs.developers.google.com/codelabs/mdc-103-flutter?hl=zh-tw
747,android-camera-foldables,Android / Chrome / Web Platform,初階,2026-03-21,34 分鐘,展開相機體驗之旅,747__android-camera-foldables__展開相機體驗之旅.pdf,passed,7,14,https://codelabs.developers.google.com/codelabs/android-camera-foldables?hl=zh-tw
864,arcore-unity-ar-foundation,Android / Chrome / Web Platform,初階,2026-03-21,,使用 Unity 的 AR Foundation 建立 AR 遊戲,864__arcore-unity-ar-foundation__使用-Unity-的-AR-Foundation-建立-AR-遊戲.pdf,passed,6,21,https://codelabs.developers.google.com/arcore-unity-ar-foundation?hl=zh-tw
543,supporting-mediasession,Android / Chrome / Web Platform,初階,2026-03-27,25 分鐘,透過 MediaSession 控制媒體,543__supporting-mediasession__透過-MediaSession-控制媒體.pdf,passed,6,14,https://codelabs.developers.google.com/codelabs/supporting-mediasession?hl=zh-tw
557,mlkit-android,Android / Chrome / Web Platform,初階,2026-03-27,,使用 ML Kit 辨識文字和臉部特徵：Android,557__mlkit-android__使用-ML-Kit-辨識文字和臉部特徵-Android.pdf,passed,7,15,https://codelabs.developers.google.com/codelabs/mlkit-android?hl=zh-tw
576,mp-image-generation-basic-android,Android / Chrome / Web Platform,初階,2026-03-27,,使用 MediaPipe 在 Android 裝置上生成圖像,576__mp-image-generation-basic-android__使用-MediaPipe-在-Android-裝置上生成圖像.pdf,passed,6,11,https://codelabs.developers.google.com/mp-image-generation-basic-android?hl=zh-tw
603,mlkit-android-translate,Android / Chrome / Web Platform,初階,2026-03-27,,使用 ML Kit 和 CameraX 辨識、識別語言和翻譯文字：Android,603__mlkit-android-translate__使用-ML-Kit-和-CameraX-辨識、識別語言和翻譯文字-Android.pdf,passed,8,14,https://codelabs.developers.google.com/codelabs/mlkit-android-translate?hl=zh-tw
640,mlkit-android-odt,Android / Chrome / Web Platform,初階,2026-03-27,,使用 ML Kit (Android) 偵測圖片中的物件,640__mlkit-android-odt__使用-ML-Kit-(Android)-偵測圖片中的物件.pdf,passed,7,18,https://codelabs.developers.google.com/mlkit-android-odt?hl=zh-tw
379,people-messaging,Android / Chrome / Web Platform,初階,2026-03-28,,使用 Messaging 和 People API，在 Android 應用程式中新增即時通訊相關功能,"379__people-messaging__使用-Messaging-和-People-API,在-Android-應用程式中新增即時通訊相關功能.pdf",passed,7,16,https://codelabs.developers.google.com/people-messaging?hl=zh-tw
393,mdc-111-kotlin,Android / Chrome / Web Platform,初階,2026-03-28,,MDC-111 Android：將 Material Design 元件納入程式碼 (Kotlin),393__mdc-111-kotlin__MDC-111-Android-將-Material-Design-元件納入程式碼-(Kotlin).pdf,passed,6,17,https://codelabs.developers.google.com/codelabs/mdc-111-kotlin?hl=zh-tw
443,mdc-111-java,Android / Chrome / Web Platform,初階,2026-03-28,,MDC-111 Android：將 Material Design 元件納入程式碼集 (Java),443__mdc-111-java__MDC-111-Android-將-Material-Design-元件納入程式碼集-(Java).pdf,passed,6,16,https://codelabs.developers.google.com/codelabs/mdc-111-java?hl=zh-tw
78,augimg-intro,Android / Chrome / Web Platform,初階,2026-04-22,,ARCore 擴增圖像,078__augimg-intro__ARCore-擴增圖像.pdf,passed,6,21,https://codelabs.developers.google.com/codelabs/augimg-intro?hl=zh-tw
711,appactions-2,Android / Chrome / Web Platform,進階,2026-03-21,,使用應用程式動作，將 Android 應用程式整合至 Google 助理 (第 2 級),"711__appactions-2__使用應用程式動作,將-Android-應用程式整合至-Google-助理-(第-2-級).pdf",passed,6,14,https://codelabs.developers.google.com/codelabs/appactions-2?hl=zh-tw
712,android-baseline-profiles-improve,Android / Chrome / Web Platform,進階,2026-03-21,48 分鐘,使用基準設定檔提升應用程式效能,712__android-baseline-profiles-improve__使用基準設定檔提升應用程式效能.pdf,passed,11,23,https://codelabs.developers.google.com/android-baseline-profiles-improve?hl=zh-tw
715,appactions,Android / Chrome / Web Platform,進階,2026-03-21,,使用應用程式動作，將 Android 應用程式整合至 Google 助理,"715__appactions__使用應用程式動作,將-Android-應用程式整合至-Google-助理.pdf",passed,6,17,https://codelabs.developers.google.com/codelabs/appactions?hl=zh-tw
758,android-google-play-games-unity-quickstart,Android / Chrome / Web Platform,進階,2026-03-21,,開始使用 Unity 和 Google Play Games 電腦版,758__android-google-play-games-unity-quickstart__開始使用-Unity-和-Google-Play-Games-電腦版.pdf,passed,13,31,https://codelabs.developers.google.com/android-google-play-games-unity-quickstart?hl=zh-tw
781,arcore-cloud-anchors,Android / Chrome / Web Platform,進階,2026-03-21,,ARCore Cloud Anchors (含永久 Cloud Anchors),781__arcore-cloud-anchors__ARCore-Cloud-Anchors-(含永久-Cloud-Anchors).pdf,passed,6,26,https://codelabs.developers.google.com/codelabs/arcore-cloud-anchors?hl=zh-tw
782,appactions-widgets,Android / Chrome / Web Platform,進階,2026-03-21,,整合 Android 小工具與 Google 助理,782__appactions-widgets__整合-Android-小工具與-Google-助理.pdf,passed,7,22,https://codelabs.developers.google.com/codelabs/appactions-widgets?hl=zh-tw
514,maps-platform-navigation-sdk-101-android,Android / Chrome / Web Platform,進階,2026-03-27,,使用 Google Maps Platform Navigation SDK 建立簡單的 Android 導航應用程式,514__maps-platform-navigation-sdk-101-android__使用-Google-Maps-Platform-Navigation-SDK-建立簡單的-Android-導航應用程式.pdf,passed,12,29,https://codelabs.developers.google.com/codelabs/maps-platform/navigation-sdk-101-android?hl=zh-tw
529,seamless-credential-sharing,Android / Chrome / Web Platform,進階,2026-03-27,,設定跨網站和 Android 應用程式的憑證整合共用,529__seamless-credential-sharing__設定跨網站和-Android-應用程式的憑證整合共用.pdf,passed,6,13,https://codelabs.developers.google.com/seamless-credential-sharing?hl=zh-tw
535,while-in-use-location,Android / Chrome / Web Platform,進階,2026-03-27,40 分鐘,使用 Kotlin 在 Android 中接收位置資訊更新,535__while-in-use-location__使用-Kotlin-在-Android-中接收位置資訊更新.pdf,passed,8,25,https://codelabs.developers.google.com/codelabs/while-in-use-location?hl=zh-tw
549,mp-digit-classifier-android,Android / Chrome / Web Platform,進階,2026-03-27,21 分鐘,使用 MediaPipe Tasks 建構手寫數字分類器 Android 應用程式,549__mp-digit-classifier-android__使用-MediaPipe-Tasks-建構手寫數字分類器-Android-應用程式.pdf,passed,6,13,https://codelabs.developers.google.com/mp-digit-classifier-android?hl=zh-tw
609,remote-config-android,Android / Chrome / Web Platform,進階,2026-03-27,,程式碼實驗室：在 Android 整合遠端設定,609__remote-config-android__程式碼實驗室-在-Android-整合遠端設定.pdf,passed,6,20,https://codelabs.developers.google.com/codelabs/remote-config-android?hl=zh-tw
341,mdc-102-kotlin,Android / Chrome / Web Platform,進階,2026-03-28,32 分鐘,MDC-102 Android：Material Design 結構和版面配置 (Kotlin),341__mdc-102-kotlin__MDC-102-Android-Material-Design-結構和版面配置-(Kotlin).pdf,passed,6,29,https://codelabs.developers.google.com/codelabs/mdc-102-kotlin?hl=zh-tw
364,mdc-102-java,Android / Chrome / Web Platform,進階,2026-03-28,32 分鐘,MDC-102 Android：Material Design 結構和版面配置 (Java),364__mdc-102-java__MDC-102-Android-Material-Design-結構和版面配置-(Java).pdf,passed,6,31,https://codelabs.developers.google.com/codelabs/mdc-102-java?hl=zh-tw
372,material-motion-android,Android / Chrome / Web Platform,進階,2026-03-28,,利用適用於 Android 的質感設計動態效果建構精美的轉換效果,372__material-motion-android__利用適用於-Android-的質感設計動態效果建構精美的轉換效果.pdf,passed,9,31,https://codelabs.developers.google.com/codelabs/material-motion-android?hl=zh-tw
406,harmonize-color-android-views,Android / Chrome / Web Platform,進階,2026-03-28,,Android View 中的基本色彩協調功能,406__harmonize-color-android-views__Android-View-中的基本色彩協調功能.pdf,passed,12,26,https://codelabs.developers.google.com/harmonize-color-android-views?hl=zh-tw
447,mdc-101-kotlin,Android / Chrome / Web Platform,進階,2026-03-28,33 分鐘,MDC-101 Android：Material Design 元件 (MDC) 基本概念 (Kotlin),447__mdc-101-kotlin__MDC-101-Android-Material-Design-元件-(MDC)-基本概念-(Kotlin).pdf,passed,6,23,https://codelabs.developers.google.com/codelabs/mdc-101-kotlin?hl=zh-tw
462,fhir-ohs-gcp-android,Android / Chrome / Web Platform,進階,2026-03-28,,透過 OHS 和 Google Cloud 管理 Android 應用程式的 FHIR 資料,462__fhir-ohs-gcp-android__透過-OHS-和-Google-Cloud-管理-Android-應用程式的-FHIR-資料.pdf,passed,12,16,https://codelabs.developers.google.com/fhir-ohs-gcp-android?hl=zh-tw
482,product-search-odt-android,Android / Chrome / Web Platform,進階,2026-03-28,,使用 ML Kit (Android) 偵測圖片中的物件，建構視覺化產品搜尋功能,"482__product-search-odt-android__使用-ML-Kit-(Android)-偵測圖片中的物件,建構視覺化產品搜尋功能.pdf",passed,7,16,https://codelabs.developers.google.com/product-search-odt-android?hl=zh-tw
497,mdc-101-java,Android / Chrome / Web Platform,進階,2026-03-28,33 分鐘,MDC-101 Android：Material Design 元件 (MDC) 基本概念 (Java),497__mdc-101-java__MDC-101-Android-Material-Design-元件-(MDC)-基本概念-(Java).pdf,passed,6,24,https://codelabs.developers.google.com/codelabs/mdc-101-java?hl=zh-tw
245,arcore-rawdepthapi,Android / Chrome / Web Platform,進階,2026-04-09,48 分鐘,ARCore 原始深度,245__arcore-rawdepthapi__ARCore-原始深度.pdf,passed,10,33,https://codelabs.developers.google.com/codelabs/arcore-rawdepthapi?hl=zh-tw
697,arcore-depth,Android / Chrome / Web Platform,高階,2026-03-21,46 分鐘,使用 ARCore Depth API 打造身歷其境的擴增實境體驗,697__arcore-depth__使用-ARCore-Depth-API-打造身歷其境的擴增實境體驗.pdf,passed,11,41,https://codelabs.developers.google.com/codelabs/arcore-depth?hl=zh-tw
699,advanced-android-kotlin-training-maps,Android / Chrome / Web Platform,高階,2026-03-21,,Kotlin 04.1 版的 Android 進階功能：Android Google 地圖,699__advanced-android-kotlin-training-maps__Kotlin-04.1-版的-Android-進階功能-Android-Google-地圖.pdf,passed,12,35,https://codelabs.developers.google.com/codelabs/advanced-android-kotlin-training-maps?hl=zh-tw
857,arcore-record-and-playback-intro,Android / Chrome / Web Platform,高階,2026-03-21,,ARCore Recording and Playback API 簡介,857__arcore-record-and-playback-intro__ARCore-Recording-and-Playback-API-簡介.pdf,passed,6,42,https://codelabs.developers.google.com/codelabs/arcore-record-and-playback-intro?hl=zh-tw
574,sign-in-with-google-android,Android / Chrome / Web Platform,高階,2026-03-27,,瞭解如何為 Android 應用程式導入「使用 Google 帳戶登入」功能,574__sign-in-with-google-android__瞭解如何為-Android-應用程式導入「使用-Google-帳戶登入」功能.pdf,passed,8,65,https://codelabs.developers.google.com/sign-in-with-google-android?hl=zh-tw
636,mdc-103-kotlin,Android / Chrome / Web Platform,高階,2026-03-27,,MDC-103 Android：利用顏色、形狀、高度和類型建立 Material Design 主題 (Kotlin),636__mdc-103-kotlin__MDC-103-Android-利用顏色、形狀、高度和類型建立-Material-Design-主題-(Kotlin).pdf,passed,8,35,https://codelabs.developers.google.com/codelabs/mdc-103-kotlin?hl=zh-tw
373,mdc-103-java,Android / Chrome / Web Platform,高階,2026-03-28,,MDC-103 Android：利用顏色、形狀、高度和類型建立 Material Design 主題 (Java),373__mdc-103-java__MDC-103-Android-利用顏色、形狀、高度和類型建立-Material-Design-主題-(Java).pdf,passed,8,35,https://codelabs.developers.google.com/codelabs/mdc-103-java?hl=zh-tw
397,mdc-104-java,Android / Chrome / Web Platform,高階,2026-03-28,,MDC-104 Android：Material Design 進階元件 (Java),397__mdc-104-java__MDC-104-Android-Material-Design-進階元件-(Java).pdf,passed,7,24,https://codelabs.developers.google.com/codelabs/mdc-104-java?hl=zh-tw
414,motion-layout,Android / Chrome / Web Platform,高階,2026-03-28,,Kotlin 03.2 版 Android 進階功能：透過 MotionLayout 建立動畫,414__motion-layout__Kotlin-03.2-版-Android-進階功能-透過-MotionLayout-建立動畫.pdf,passed,12,53,https://codelabs.developers.google.com/codelabs/motion-layout?hl=zh-tw
441,mdc-104-kotlin,Android / Chrome / Web Platform,高階,2026-03-28,,MDC-104 Android：Material Design 進階元件 (Kotlin),441__mdc-104-kotlin__MDC-104-Android-Material-Design-進階元件-(Kotlin).pdf,passed,7,24,https://codelabs.developers.google.com/codelabs/mdc-104-kotlin?hl=zh-tw
75,design-android-launcher,Android / Chrome / Web Platform,高階,2026-04-23,4 分鐘,設計及預覽應用程式圖示,075__design-android-launcher__設計及預覽應用程式圖示.pdf,passed,10,36,https://codelabs.developers.google.com/design-android-launcher?hl=zh-tw
663,dialogflow-google-chat-tvguide,Workspace / Assistant / Dialogflow / Smart Home,初階,2026-03-21,,實作：使用 Google Workspace 和 Dialogflow 建立電視節目表 Google Chat,663__dialogflow-google-chat-tvguide__實作-使用-Google-Workspace-和-Dialogflow-建立電視節目表-Google-Chat.pdf,passed,7,20,https://codelabs.developers.google.com/codelabs/dialogflow-google-chat-tvguide?hl=zh-tw
847,chatbots-dialogflow-entities,Workspace / Assistant / Dialogflow / Smart Home,初階,2026-03-21,22 分鐘,瞭解 Dialogflow 中的實體,847__chatbots-dialogflow-entities__瞭解-Dialogflow-中的實體.pdf,passed,6,12,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-entities?hl=zh-tw
768,chatbots-dialogflow-google-chat,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-03-21,2 分鐘,將 Dialogflow 與 Google Chat 整合,768__chatbots-dialogflow-google-chat__將-Dialogflow-與-Google-Chat-整合.pdf,passed,10,22,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-google-chat?hl=zh-tw
810,chatbots-dialogflow-django-frontend,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-03-21,,為 Dialogflow 應用程式建立前端 Django 用戶端,810__chatbots-dialogflow-django-frontend__為-Dialogflow-應用程式建立前端-Django-用戶端.pdf,passed,14,19,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-django-frontend?hl=zh-tw
836,builder-canvas,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-03-21,,使用 Actions Builder 為 Google 助理建立 Interactive Canvas 動作,836__builder-canvas__使用-Actions-Builder-為-Google-助理建立-Interactive-Canvas-動作.pdf,passed,11,32,https://codelabs.developers.google.com/codelabs/builder-canvas?hl=zh-tw
850,chatbots-dialogflow-appointment-scheduler,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-03-21,20 分鐘,使用 Dialogflow 建構預約排程器,850__chatbots-dialogflow-appointment-scheduler__使用-Dialogflow-建構預約排程器.pdf,passed,7,13,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-appointment-scheduler?hl=zh-tw
855,actions-sdk-2,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-03-21,,使用 Actions SDK (第 2 級) 為 Google 助理建構動作,855__actions-sdk-2__使用-Actions-SDK-(第-2-級)-為-Google-助理建構動作.pdf,passed,6,28,https://codelabs.developers.google.com/codelabs/actions-sdk-2?hl=zh-tw
239,actions-sdk-1,Workspace / Assistant / Dialogflow / Smart Home,進階,2026-04-09,,使用 Actions SDK (第 1 級) 為 Google 助理建構動作,239__actions-sdk-1__使用-Actions-SDK-(第-1-級)-為-Google-助理建構動作.pdf,passed,7,28,https://codelabs.developers.google.com/codelabs/actions-sdk-1?hl=zh-tw
694,actions-user-engagement,Workspace / Assistant / Dialogflow / Smart Home,高階,2026-03-21,,透過 Google 助理動作與使用者互動,694__actions-user-engagement__透過-Google-助理動作與使用者互動.pdf,passed,6,43,https://codelabs.developers.google.com/codelabs/actions-user-engagement?hl=zh-tw
848,chatbots-dialogflow-visionAPI,Workspace / Assistant / Dialogflow / Smart Home,高階,2026-03-21,,將 Vision API 與 Dialogflow 整合,848__chatbots-dialogflow-visionAPI__將-Vision-API-與-Dialogflow-整合.pdf,passed,18,33,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-visionAPI?hl=zh-tw
688,cloud-video-int-csharp,ML / Vision / Document AI / Media / AR,初階,2026-03-21,,使用 C# 搭配 Video Intelligence API,688__cloud-video-int-csharp__使用-C-搭配-Video-Intelligence-API.pdf,passed,8,16,https://codelabs.developers.google.com/codelabs/cloud-video-int-csharp?hl=zh-tw
785,cloudvision-translate-springboot,ML / Vision / Document AI / Media / AR,初階,2026-03-21,,電腦視覺輕鬆上手：Spring Boot 和 Java 適用的 Vision AI,785__cloudvision-translate-springboot__電腦視覺輕鬆上手-Spring-Boot-和-Java-適用的-Vision-AI.pdf,passed,7,13,https://codelabs.developers.google.com/cloudvision-translate-springboot?hl=zh-tw
795,app-onboarding,ML / Vision / Document AI / Media / AR,初階,2026-03-21,,應用程式初始設定,795__app-onboarding__應用程式初始設定.pdf,passed,6,11,https://codelabs.developers.google.com/app-onboarding?hl=zh-tw
518,spanner-cassandra-adapter-getting-started,ML / Vision / Document AI / Media / AR,初階,2026-03-27,,開始使用 Spanner Cassandra Adapter,518__spanner-cassandra-adapter-getting-started__開始使用-Spanner-Cassandra-Adapter.pdf,passed,9,21,https://codelabs.developers.google.com/codelabs/spanner-cassandra-adapter-getting-started?hl=zh-tw
531,search-for-and-select-google-apis,ML / Vision / Document AI / Media / AR,初階,2026-03-27,,搜尋及選取 Google API,531__search-for-and-select-google-apis__搜尋及選取-Google-API.pdf,passed,6,18,https://codelabs.developers.google.com/search-for-and-select-google-apis?hl=zh-tw
605,tensorflowjs-nodejs-codelab,ML / Vision / Document AI / Media / AR,初階,2026-03-27,,程式碼實驗室：在 Node.js 中訓練 TensorFlow.js 模型,605__tensorflowjs-nodejs-codelab__程式碼實驗室-在-Node.js-中訓練-TensorFlow.js-模型.pdf,passed,9,18,https://codelabs.developers.google.com/codelabs/tensorflowjs-nodejs-codelab?hl=zh-tw
656,governance-context-part1,ML / Vision / Document AI / Media / AR,初階,2026-03-27,,運用 Dataplex 中繼資料建立資料基礎,656__governance-context-part1__運用-Dataplex-中繼資料建立資料基礎.pdf,passed,6,13,https://codelabs.developers.google.com/governance-context-part1?hl=zh-tw
351,securing-software-supply,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,保護軟體供應鏈,351__securing-software-supply__保護軟體供應鏈.pdf,passed,5,17,https://codelabs.developers.google.com/securing-software-supply?hl=zh-tw
352,spring-native-quickstart,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,Google Cloud 上的 Spring Native,352__spring-native-quickstart__Google-Cloud-上的-Spring-Native.pdf,passed,8,15,https://codelabs.developers.google.com/spring-native-quickstart?hl=zh-tw
370,mlkit-ios,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,使用 ML Kit 辨識文字和臉部特徵：iOS,370__mlkit-ios__使用-ML-Kit-辨識文字和臉部特徵-iOS.pdf,passed,6,15,https://codelabs.developers.google.com/codelabs/mlkit-ios?hl=zh-tw
404,tensorflowjs-convert-python-savedmodel,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,TensorFlow.js：將 Python SavedModel 轉換為 TensorFlow.js 格式,404__tensorflowjs-convert-python-savedmodel__TensorFlow.js-將-Python-SavedModel-轉換為-TensorFlow.js-格式.pdf,passed,8,18,https://codelabs.developers.google.com/codelabs/tensorflowjs-convert-python-savedmodel?hl=zh-tw
410,play-billing-unlock-new-markets-regional-pricing,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,透過分區差別定價開拓新市場,410__play-billing-unlock-new-markets-regional-pricing__透過分區差別定價開拓新市場.pdf,passed,9,21,https://codelabs.developers.google.com/codelabs/play-billing-unlock-new-markets-regional-pricing?hl=zh-tw
412,vertex-p2p-hyperparameter,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,從原型設計到正式環境：超參數調整,412__vertex-p2p-hyperparameter__從原型設計到正式環境-超參數調整.pdf,passed,6,16,https://codelabs.developers.google.com/vertex-p2p-hyperparameter?hl=zh-tw
455,pdai-invoices-notebook,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,在 AI 平台 Notebooks 使用 Procurement Document AI 解析發票,455__pdai-invoices-notebook__在-AI-平台-Notebooks-使用-Procurement-Document-AI-解析發票.pdf,passed,8,13,https://codelabs.developers.google.com/codelabs/pdai-invoices-notebook?hl=zh-tw
456,slack-textsummarizer-palm,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,Slack 指令自動化,456__slack-textsummarizer-palm__Slack-指令自動化.pdf,passed,8,10,https://codelabs.developers.google.com/slack-textsummarizer-palm?hl=zh-tw
461,customizing-machine-learning-models-the-easy-way,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,輕鬆自訂機器學習模型,461__customizing-machine-learning-models-the-easy-way__輕鬆自訂機器學習模型.pdf,passed,6,15,https://codelabs.developers.google.com/customizing-machine-learning-models-the-easy-way?hl=zh-tw
476,use-pulumi-on-google-cloud-yaml,ML / Vision / Document AI / Media / AR,初階,2026-03-28,,在 Google Cloud 使用 Pulumi 和 YAML,476__use-pulumi-on-google-cloud-yaml__在-Google-Cloud-使用-Pulumi-和-YAML.pdf,passed,6,13,https://codelabs.developers.google.com/use-pulumi-on-google-cloud-yaml?hl=zh-tw
275,dependency-management-artifact-registry,ML / Vision / Document AI / Media / AR,初階,2026-04-09,,運用 Artifact Registry 管理依附元件,275__dependency-management-artifact-registry__運用-Artifact-Registry-管理依附元件.pdf,passed,5,15,https://codelabs.developers.google.com/dependency-management-artifact-registry?hl=zh-tw
228,secure-ml-model-confidential-space,ML / Vision / Document AI / Media / AR,初階,2026-04-10,,使用 Confidential Space 保護機器學習模型和智慧財產,228__secure-ml-model-confidential-space__使用-Confidential-Space-保護機器學習模型和智慧財產.pdf,passed,5,14,https://codelabs.developers.google.com/codelabs/secure-ml-model-confidential-space?hl=zh-tw
187,getting-started-with-antigravity-skills,ML / Vision / Document AI / Media / AR,初階,2026-04-15,,編寫 Google Antigravity Skills,187__getting-started-with-antigravity-skills__編寫-Google-Antigravity-Skills.pdf,passed,6,18,https://codelabs.developers.google.com/getting-started-with-antigravity-skills?hl=zh-tw
14,smarthome-debugging,ML / Vision / Document AI / Media / AR,初階,2026-05-13,,對智慧型住宅進行偵錯 | Cloud-to-cloud | Google Home Developers,014__smarthome-debugging__對智慧型住宅進行偵錯-Cloud-to-cloud-Google-Home-Developers.pdf,passed,5,18,https://developers.home.google.com/codelabs/smarthome-debugging?hl=zh-tw
717,automl-vision-edge-in-mlkit,ML / Vision / Document AI / Media / AR,進階,2026-03-21,,使用 ML Kit 的 AutoML Vision，訓練及部署裝置端圖片分類模型,"717__automl-vision-edge-in-mlkit__使用-ML-Kit-的-AutoML-Vision,訓練及部署裝置端圖片分類模型.pdf",passed,7,19,https://codelabs.developers.google.com/codelabs/automl-vision-edge-in-mlkit?hl=zh-tw
720,artifact-registry-deepdive,ML / Vision / Document AI / Media / AR,進階,2026-03-21,,Artifact Registry 深入解析,720__artifact-registry-deepdive__Artifact-Registry-深入解析.pdf,passed,9,23,https://codelabs.developers.google.com/artifact-registry-deepdive?hl=zh-tw
726,alloydb-omni-columnar,ML / Vision / Document AI / Media / AR,進階,2026-03-21,,在 AlloyDB Omni 使用資料欄引擎，加快數據分析查詢速度,"726__alloydb-omni-columnar__在-AlloyDB-Omni-使用資料欄引擎,加快數據分析查詢速度.pdf",passed,10,30,https://codelabs.developers.google.com/alloydb-omni-columnar?hl=zh-tw
742,cloud-event-driven-orchestration,ML / Vision / Document AI / Media / AR,進階,2026-03-21,29 分鐘,使用 Eventarc 和 Workflows 建立事件導向的自動化調度管理,742__cloud-event-driven-orchestration__使用-Eventarc-和-Workflows-建立事件導向的自動化調度管理.pdf,passed,12,21,https://codelabs.developers.google.com/codelabs/cloud-event-driven-orchestration?hl=zh-tw
845,cloud-documentai-manage-processors-python,ML / Vision / Document AI / Media / AR,進階,2026-03-21,11 分鐘,使用 Python 管理 Document AI 處理器,845__cloud-documentai-manage-processors-python__使用-Python-管理-Document-AI-處理器.pdf,passed,11,28,https://codelabs.developers.google.com/codelabs/cloud-documentai-manage-processors-python?hl=zh-tw
846,cloud-grpc-csharp,ML / Vision / Document AI / Media / AR,進階,2026-03-21,,使用 C# 建構 gRPC 服務,846__cloud-grpc-csharp__使用-C-建構-gRPC-服務.pdf,passed,7,10,https://codelabs.developers.google.com/codelabs/cloud-grpc-csharp?hl=zh-tw
858,grpc-getting-started-grpc-java,ML / Vision / Document AI / Media / AR,進階,2026-03-21,17 分鐘,開始使用 gRPC-Java,858__grpc-getting-started-grpc-java__開始使用-gRPC-Java.pdf,passed,8,14,https://codelabs.developers.google.com/grpc/getting-started-grpc-java?hl=zh-tw
859,grpc-getting-started-grpc-go-streaming,ML / Vision / Document AI / Media / AR,進階,2026-03-21,17 分鐘,開始使用 gRPC-Go - 串流,859__grpc-getting-started-grpc-go-streaming__開始使用-gRPC-Go-串流.pdf,passed,8,18,https://codelabs.developers.google.com/grpc/getting-started-grpc-go-streaming?hl=zh-tw
