index,slug,title,url,pdf_filename,status,step_count,pdf_page_count,pdf_size_bytes,message
718,ca-api-bigquery,Conversational Analytics API 簡介,https://codelabs.developers.google.com/ca-api-bigquery?hl=zh-tw,718__ca-api-bigquery__Conversational-Analytics-API-簡介.pdf,passed,10,25,1676925,驗證通過
719,cloudnet-psc-backend-r-gAPI,Private Service Connect - 使用 PSC 後端存取區域 Google API,https://codelabs.developers.google.com/cloudnet-psc-backend-r-gAPI?hl=zh-tw,719__cloudnet-psc-backend-r-gAPI__Private-Service-Connect-使用-PSC-後端存取區域-Google-API.pdf,passed,13,30,1063837,驗證通過
720,artifact-registry-deepdive,Artifact Registry 深入解析,https://codelabs.developers.google.com/artifact-registry-deepdive?hl=zh-tw,720__artifact-registry-deepdive__Artifact-Registry-深入解析.pdf,passed,9,23,1584944,驗證通過
721,cloud-network-load-balancer,將網路負載平衡器從目標集區轉換為區域性後端服務,https://codelabs.developers.google.com/cloud-network-load-balancer?hl=zh-tw,721__cloud-network-load-balancer__將網路負載平衡器從目標集區轉換為區域性後端服務.pdf,passed,8,16,1860314,驗證通過
722,bookshelf-duetai-web-cloudrun,書架分析：使用 Gemini 建構 Java Cloud Run 應用程式，將 BigQuery 資料傳送至網頁,https://codelabs.developers.google.com/bookshelf-duetai-web-cloudrun?hl=zh-tw,"722__bookshelf-duetai-web-cloudrun__書架分析-使用-Gemini-建構-Java-Cloud-Run-應用程式,將-BigQuery-資料傳送至網頁.pdf",passed,10,19,1829528,驗證通過
723,cloudnet-psc-backends-googleapis,Private Service Connect：使用自訂網域，透過 PSC 後端存取全球 Google API,https://codelabs.developers.google.com/cloudnet-psc-backends-googleapis?hl=zh-tw,"723__cloudnet-psc-backends-googleapis__Private-Service-Connect-使用自訂網域,透過-PSC-後端存取全球-Google-API.pdf",passed,12,21,858413,驗證通過
724,deploy-from-github-gen-ai-go,從版本控管系統自動將生成式 AI Go 網頁應用程式部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/deploy-from-github/gen-ai-go?hl=zh-tw,724__deploy-from-github-gen-ai-go__從版本控管系統自動將生成式-AI-Go-網頁應用程式部署至-Cloud-Run.pdf,passed,16,26,2008944,驗證通過
725,cloudnet-cloudids,Cloud IDS,https://codelabs.developers.google.com/cloudnet-cloudids?hl=zh-tw,725__cloudnet-cloudids__Cloud-IDS.pdf,passed,13,21,1647809,驗證通過
726,alloydb-omni-columnar,在 AlloyDB Omni 使用資料欄引擎，加快數據分析查詢速度,https://codelabs.developers.google.com/alloydb-omni-columnar?hl=zh-tw,"726__alloydb-omni-columnar__在-AlloyDB-Omni-使用資料欄引擎,加快數據分析查詢速度.pdf",passed,10,30,1007779,驗證通過
727,cloud-operations-handson-with-gcloud,Cloud 作業套件簡介,https://codelabs.developers.google.com/cloud-operations-handson-with-gcloud?hl=zh-tw,727__cloud-operations-handson-with-gcloud__Cloud-作業套件簡介.pdf,passed,10,39,8123020,驗證通過
728,deploy-application-with-database-firestore-nextjs,使用 Node.js Admin SDK，將全端 Next.js 應用程式部署至 Cloud Run，並搭配 Firestore 使用,https://codelabs.developers.google.com/codelabs/deploy-application-with-database/firestore-nextjs?hl=zh-tw,"728__deploy-application-with-database-firestore-nextjs__使用-Node.js-Admin-SDK,將全端-Next.js-應用程式部署至-Cloud-Run,並搭配-Firestore-使用.pdf",passed,9,18,1153246,驗證通過
729,advanced-load-balancing-optimizations,進階負載平衡最佳化程式碼實驗室,https://codelabs.developers.google.com/advanced-load-balancing-optimizations?hl=zh-tw,729__advanced-load-balancing-optimizations__進階負載平衡最佳化程式碼實驗室.pdf,passed,11,19,844339,驗證通過
730,cloud-bigquery-workflows-parallel,使用 Workflows 平行執行 BigQuery 工作,https://codelabs.developers.google.com/codelabs/cloud-bigquery-workflows-parallel?hl=zh-tw,730__cloud-bigquery-workflows-parallel__使用-Workflows-平行執行-BigQuery-工作.pdf,passed,7,15,1078764,驗證通過
731,apply-responsible-ai-practices-for-ml-derived-datasets,依循負責任的 AI 開發原則建立遙測資料集 (例如 Dynamic World),https://codelabs.developers.google.com/apply-responsible-ai-practices-for-ml-derived-datasets?hl=zh-tw,731__apply-responsible-ai-practices-for-ml-derived-datasets__依循負責任的-AI-開發原則建立遙測資料集-(例如-Dynamic-World).pdf,passed,4,10,9025451,驗證通過
732,ca4nlb-phase2,搭配使用 NLB/VM 專用 Cloud Armor 與使用者定義的規則,https://codelabs.developers.google.com/codelabs/ca4nlb-phase2?hl=zh-tw,732__ca4nlb-phase2__搭配使用-NLB-VM-專用-Cloud-Armor-與使用者定義的規則.pdf,passed,13,17,1120139,驗證通過
733,agentspace-networking-customdomain-wif,AgentSpace 自訂網域、WIF 支援,https://codelabs.developers.google.com/agentspace-networking-customdomain-wif?hl=zh-tw,733__agentspace-networking-customdomain-wif__AgentSpace-自訂網域、WIF-支援.pdf,passed,13,23,2560309,驗證通過
734,gen-ai-o11y-for-devs-gen-ai-o11y-nodejs,JavaScript 生成式 AI 應用程式的實務觀測技巧,https://codelabs.developers.google.com/codelabs/gen-ai-o11y-for-devs/gen-ai-o11y-nodejs?hl=zh-tw,734__gen-ai-o11y-for-devs-gen-ai-o11y-nodejs__JavaScript-生成式-AI-應用程式的實務觀測技巧.pdf,passed,13,29,2303048,驗證通過
735,deploy-application-with-database-cloud-sql-nextjs,使用 PostgreSQL 適用的 Cloud SQL，將完整堆疊 JavaScript 應用程式部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/deploy-application-with-database/cloud-sql-nextjs?hl=zh-tw,"735__deploy-application-with-database-cloud-sql-nextjs__使用-PostgreSQL-適用的-Cloud-SQL,將完整堆疊-JavaScript-應用程式部署至-Cloud-Run.pdf",passed,12,25,1553584,驗證通過
736,cloud-dataproc-gcloud,透過 Cloud Dataproc (指令列) 佈建及使用代管 Hadoop/Spark 叢集,https://codelabs.developers.google.com/codelabs/cloud-dataproc-gcloud?hl=zh-tw,736__cloud-dataproc-gcloud__透過-Cloud-Dataproc-(指令列)-佈建及使用代管-Hadoop-Spark-叢集.pdf,passed,12,16,1178045,驗證通過
737,bqml-vertex-prediction,Vertex AI：匯出及部署 BigQuery 機器學習模型，以進行預測,https://codelabs.developers.google.com/codelabs/bqml-vertex-prediction?hl=zh-tw,"737__bqml-vertex-prediction__Vertex-AI-匯出及部署-BigQuery-機器學習模型,以進行預測.pdf",passed,9,23,2204962,驗證通過
738,bqml-intro,開始使用 BigQuery 機器學習,https://codelabs.developers.google.com/codelabs/bqml-intro?hl=zh-tw,738__bqml-intro__開始使用-BigQuery-機器學習.pdf,passed,7,14,1065002,驗證通過
739,cloud-gae-python-migrate-9-py3dstasks,將 Python 2 App Engine Cloud NDB 和 Cloud Tasks 應用程式遷移至 Python 3 和 Cloud Datastore (模組 9),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-9-py3dstasks?hl=zh-tw,739__cloud-gae-python-migrate-9-py3dstasks__將-Python-2-App-Engine-Cloud-NDB-和-Cloud-Tasks-應用程式遷移至-Python-3-和-Cloud-Datastore.pdf,passed,7,18,2283068,驗證通過
740,cloud-gae-python-migrate-13-memorystore,從 App Engine Memcache 遷移至 Cloud Memorystore (模組 13),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-13-memorystore?hl=zh-tw,740__cloud-gae-python-migrate-13-memorystore__從-App-Engine-Memcache-遷移至-Cloud-Memorystore-(模組-13).pdf,passed,8,30,3304832,驗證通過
741,cloud-managed-ad,開始使用 Managed Active Directory,https://codelabs.developers.google.com/codelabs/cloud-managed-ad?hl=zh-tw,741__cloud-managed-ad__開始使用-Managed-Active-Directory.pdf,passed,11,18,1224127,驗證通過
742,cloud-event-driven-orchestration,使用 Eventarc 和 Workflows 建立事件導向的自動化調度管理,https://codelabs.developers.google.com/codelabs/cloud-event-driven-orchestration?hl=zh-tw,742__cloud-event-driven-orchestration__使用-Eventarc-和-Workflows-建立事件導向的自動化調度管理.pdf,passed,12,21,1576874,驗證通過
743,cloud-gae-python-migrate-1-flask,單元 1：從 App Engine webapp2 遷移至 Flask,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-1-flask?hl=zh-tw,743__cloud-gae-python-migrate-1-flask__單元-1-從-App-Engine-webapp2-遷移至-Flask.pdf,passed,8,17,1448098,驗證通過
744,cloud-gae-python-migrate-8-cloudtasks,從 App Engine Task Queue 發送工作遷移至 Cloud Tasks (模組 8),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-8-cloudtasks?hl=zh-tw,744__cloud-gae-python-migrate-8-cloudtasks__從-App-Engine-Task-Queue-發送工作遷移至-Cloud-Tasks-(模組-8).pdf,passed,7,19,1981972,驗證通過
745,accelerated-mobile-pages-advanced,Accelerated Mobile Pages 進階概念,https://codelabs.developers.google.com/codelabs/accelerated-mobile-pages-advanced?hl=zh-tw,745__accelerated-mobile-pages-advanced__Accelerated-Mobile-Pages-進階概念.pdf,passed,11,30,3431407,驗證通過
746,battle-jamon-terms-and-conditions,Battle Jamón 條款及細則,https://codelabs.developers.google.com/codelabs/battle-jamon-terms-and-conditions?hl=zh-tw,746__battle-jamon-terms-and-conditions__Battle-Jamón-條款及細則.pdf,passed,1,5,749290,驗證通過
747,android-camera-foldables,展開相機體驗之旅,https://codelabs.developers.google.com/codelabs/android-camera-foldables?hl=zh-tw,747__android-camera-foldables__展開相機體驗之旅.pdf,passed,7,14,7562937,驗證通過
748,cloud-aspnetcore-cloudshell,透過 Google Cloud Shell 建構及啟動 ASP.NET Core 應用程式,https://codelabs.developers.google.com/codelabs/cloud-aspnetcore-cloudshell?hl=zh-tw,748__cloud-aspnetcore-cloudshell__透過-Google-Cloud-Shell-建構及啟動-ASP.NET-Core-應用程式.pdf,passed,6,9,681299,驗證通過
749,cloud-bigtable-intro-java,Cloud BigTable 簡介,https://codelabs.developers.google.com/codelabs/cloud-bigtable-intro-java?hl=zh-tw,749__cloud-bigtable-intro-java__Cloud-BigTable-簡介.pdf,passed,11,21,10580364,驗證通過
750,cloud-armor-recaptcha-bot-management,使用 Google Cloud Armor 和 reCAPTCHA 管理機器人,https://codelabs.developers.google.com/codelabs/cloud-armor-recaptcha-bot-management?hl=zh-tw,750__cloud-armor-recaptcha-bot-management__使用-Google-Cloud-Armor-和-reCAPTCHA-管理機器人.pdf,passed,11,31,3064860,驗證通過
751,cloud-builder-gke-continuous-deploy,使用 Cloud Build 持續部署至 Google Kubernetes Engine (GKE),https://codelabs.developers.google.com/codelabs/cloud-builder-gke-continuous-deploy?hl=zh-tw,751__cloud-builder-gke-continuous-deploy__使用-Cloud-Build-持續部署至-Google-Kubernetes-Engine-(GKE).pdf,passed,8,12,618286,驗證通過
752,cloud-cloudarmor,Cloud Armor NamedIP 清單,https://codelabs.developers.google.com/codelabs/cloud-cloudarmor?hl=zh-tw,752__cloud-cloudarmor__Cloud-Armor-NamedIP-清單.pdf,passed,14,22,1780923,驗證通過
753,deploy-from-github-gen-ai-python,將採用 Python 的生成式 AI 網頁應用程式，自動從版本管控系統部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/deploy-from-github/gen-ai-python?hl=zh-tw,"753__deploy-from-github-gen-ai-python__將採用-Python-的生成式-AI-網頁應用程式,自動從版本管控系統部署至-Cloud-Run.pdf",passed,16,25,2001876,驗證通過
754,deploy-application-with-database-cloud-sql-nodejs,使用 PostgreSQL 適用的 Cloud SQL，將 JavaScript 應用程式部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/deploy-application-with-database/cloud-sql-nodejs?hl=zh-tw,"754__deploy-application-with-database-cloud-sql-nodejs__使用-PostgreSQL-適用的-Cloud-SQL,將-JavaScript-應用程式部署至-Cloud-Run.pdf",passed,10,14,1112575,驗證通過
755,gke-build-hybrid-ai-chat-app-on-gke,在 GKE 使用 Gemma 和 Gemini 建構混合式 AI 對話應用程式,https://codelabs.developers.google.com/codelabs/gke/build-hybrid-ai-chat-app-on-gke?hl=zh-tw,755__gke-build-hybrid-ai-chat-app-on-gke__在-GKE-使用-Gemma-和-Gemini-建構混合式-AI-對話應用程式.pdf,passed,10,32,1714396,驗證通過
756,alert-errors-pubsub,警告：將記錄錯誤傳送至 Pub/Sub 主題,https://codelabs.developers.google.com/alert-errors-pubsub?hl=zh-tw,756__alert-errors-pubsub__警告-將記錄錯誤傳送至-Pub-Sub-主題.pdf,passed,6,17,3035752,驗證通過
757,bookshelf-duetai-bq-sql,書架分析：運用 Gemini，透過 BigQuery 和生成式 AI 建構 SQL 應用程式,https://codelabs.developers.google.com/bookshelf-duetai-bq-sql?hl=zh-tw,"757__bookshelf-duetai-bq-sql__書架分析-運用-Gemini,透過-BigQuery-和生成式-AI-建構-SQL-應用程式.pdf",passed,12,24,3913230,驗證通過
758,android-google-play-games-unity-quickstart,開始使用 Unity 和 Google Play Games 電腦版,https://codelabs.developers.google.com/android-google-play-games-unity-quickstart?hl=zh-tw,758__android-google-play-games-unity-quickstart__開始使用-Unity-和-Google-Play-Games-電腦版.pdf,passed,13,31,3528414,驗證通過
759,angular-signals,開始使用 Angular Signals,https://codelabs.developers.google.com/angular-signals?hl=zh-tw,759__angular-signals__開始使用-Angular-Signals.pdf,passed,7,15,2791791,驗證通過
760,chat-apps-ai-concepts,程式碼實驗室：在 Google Chat 應用程式整合 AI 基本概念,https://codelabs.developers.google.com/chat-apps-ai-concepts?hl=zh-tw,760__chat-apps-ai-concepts__程式碼實驗室-在-Google-Chat-應用程式整合-AI-基本概念.pdf,passed,12,65,6358700,驗證通過
761,cloud-run-ingress-deployment,保護 Cloud Run 輸入流量,https://codelabs.developers.google.com/cloud-run-ingress-deployment?hl=zh-tw,761__cloud-run-ingress-deployment__保護-Cloud-Run-輸入流量.pdf,passed,6,11,867753,驗證通過
762,cloud-run-starter-app,Cloud Run 入門教學課程,https://codelabs.developers.google.com/cloud-run-starter-app?hl=zh-tw,762__cloud-run-starter-app__Cloud-Run-入門教學課程.pdf,passed,5,9,1036752,驗證通過
763,building-applications-in-the-ai-era,在 AI 時代建構應用程式,https://codelabs.developers.google.com/building-applications-in-the-ai-era?hl=zh-tw,763__building-applications-in-the-ai-era__在-AI-時代建構應用程式.pdf,passed,9,28,1338519,驗證通過
764,cloudnet-peering2psc-migration,Private Service Connect：虛擬私有雲對等互連至 Private Service Connect 遷移作業,https://codelabs.developers.google.com/cloudnet-peering2psc-migration?hl=zh-tw,764__cloudnet-peering2psc-migration__Private-Service-Connect-虛擬私有雲對等互連至-Private-Service-Connect-遷移作業.pdf,passed,19,34,1355764,驗證通過
765,call-apis-from-a-google-cloud-project,從 Google Cloud 專案呼叫 API,https://codelabs.developers.google.com/call-apis-from-a-google-cloud-project?hl=zh-tw,765__call-apis-from-a-google-cloud-project__從-Google-Cloud-專案呼叫-API.pdf,passed,6,14,1063574,驗證通過
766,cloud-compute-engine-aspnet,將 ASP.NET 應用程式部署至 Compute Engine 中的 Windows Server,https://codelabs.developers.google.com/codelabs/cloud-compute-engine-aspnet?hl=zh-tw,766__cloud-compute-engine-aspnet__將-ASP.NET-應用程式部署至-Compute-Engine-中的-Windows-Server.pdf,passed,9,16,1796062,驗證通過
767,cloud-bigquery-csharp,使用 C# 搭配 BigQuery,https://codelabs.developers.google.com/codelabs/cloud-bigquery-csharp?hl=zh-tw,767__cloud-bigquery-csharp__使用-C-搭配-BigQuery.pdf,passed,9,18,1157014,驗證通過
768,chatbots-dialogflow-google-chat,將 Dialogflow 與 Google Chat 整合,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-google-chat?hl=zh-tw,768__chatbots-dialogflow-google-chat__將-Dialogflow-與-Google-Chat-整合.pdf,passed,10,22,3026234,驗證通過
769,chatbots-dialogflow-bigquery,如何將 Dialogflow 與 BigQuery 整合,https://codelabs.developers.google.com/codelabs/chatbots-dialogflow-bigquery?hl=zh-tw,769__chatbots-dialogflow-bigquery__如何將-Dialogflow-與-BigQuery-整合.pdf,passed,6,15,3679025,驗證通過
770,cloud-app-engine-python3,開始使用 App Engine (Python 3),https://codelabs.developers.google.com/codelabs/cloud-app-engine-python3?hl=zh-tw,770__cloud-app-engine-python3__開始使用-App-Engine-(Python-3).pdf,passed,9,16,914732,驗證通過
771,cloud-grpc-java,使用 Java 建構 gRPC 服務,https://codelabs.developers.google.com/codelabs/cloud-grpc-java?hl=zh-tw,771__cloud-grpc-java__使用-Java-建構-gRPC-服務.pdf,passed,6,18,950015,驗證通過
772,cloud-gae-python-migrate-19-pubsub,從 App Engine 工作佇列提取工作遷移至 Cloud Pub/Sub (模組 19),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-19-pubsub?hl=zh-tw,772__cloud-gae-python-migrate-19-pubsub__從-App-Engine-工作佇列提取工作遷移至-Cloud-Pub-Sub-(模組-19).pdf,passed,8,26,2075213,驗證通過
773,cloud-gae-python-migrate-7-gaetasks,如何在 Flask 應用程式使用 App Engine 工作佇列 (推送工作) (模組 7),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-7-gaetasks?hl=zh-tw,773__cloud-gae-python-migrate-7-gaetasks__如何在-Flask-應用程式使用-App-Engine-工作佇列-(推送工作)-(模組-7).pdf,passed,8,15,2122038,驗證通過
774,cloud-easy-http-cloud-tasks,使用 Cloud Tasks 緩衝處理 HTTP 要求,https://codelabs.developers.google.com/codelabs/cloud-easy-http-cloud-tasks?hl=zh-tw,774__cloud-easy-http-cloud-tasks__使用-Cloud-Tasks-緩衝處理-HTTP-要求.pdf,passed,10,20,1036696,驗證通過
775,cloud-function-logs-traces,使用 Stackdriver Logging 和 Stackdriver Trace for Cloud Functions,https://codelabs.developers.google.com/codelabs/cloud-function-logs-traces?hl=zh-tw,775__cloud-function-logs-traces__使用-Stackdriver-Logging-和-Stackdriver-Trace-for-Cloud-Functions.pdf,passed,9,19,1366026,驗證通過
776,cloud-gae-python-migrate-17-bundled,延長 App Engine 套裝組合服務的支援時間：第 1 部分 (模組 17),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-17-bundled?hl=zh-tw,776__cloud-gae-python-migrate-17-bundled__延長-App-Engine-套裝組合服務的支援時間-第-1-部分-(模組-17).pdf,passed,7,13,1549680,驗證通過
777,cloud-bigquery-python,使用 Python 搭配 BigQuery,https://codelabs.developers.google.com/codelabs/cloud-bigquery-python?hl=zh-tw,777__cloud-bigquery-python__使用-Python-搭配-BigQuery.pdf,passed,11,19,1189820,驗證通過
778,appsheet-asdb,使用 AppSheet 原生資料庫建構無程式碼應用程式,https://codelabs.developers.google.com/appsheet-asdb?hl=zh-tw,778__appsheet-asdb__使用-AppSheet-原生資料庫建構無程式碼應用程式.pdf,passed,6,21,3534953,驗證通過
779,bookshelf-duetai-bigquery,書架建構工具：使用 Gemini 為 Gemini 應用程式建構 Java Cloud Function,https://codelabs.developers.google.com/bookshelf-duetai-bigquery?hl=zh-tw,779__bookshelf-duetai-bigquery__書架建構工具-使用-Gemini-為-Gemini-應用程式建構-Java-Cloud-Function.pdf,passed,12,22,1377416,驗證通過
780,agentspace-psc-zonal-neg,從 Agentspace 遷移至區域性 NEG 自我代管資料庫,https://codelabs.developers.google.com/agentspace-psc-zonal-neg?hl=zh-tw,780__agentspace-psc-zonal-neg__從-Agentspace-遷移至區域性-NEG-自我代管資料庫.pdf,passed,12,22,1595851,驗證通過
781,arcore-cloud-anchors,ARCore Cloud Anchors (含永久 Cloud Anchors),https://codelabs.developers.google.com/codelabs/arcore-cloud-anchors?hl=zh-tw,781__arcore-cloud-anchors__ARCore-Cloud-Anchors-(含永久-Cloud-Anchors).pdf,passed,6,26,5284293,驗證通過
782,appactions-widgets,整合 Android 小工具與 Google 助理,https://codelabs.developers.google.com/codelabs/appactions-widgets?hl=zh-tw,782__appactions-widgets__整合-Android-小工具與-Google-助理.pdf,passed,7,22,2534524,驗證通過
783,build-google-quality-rag,運用 Vertex AI 建構 Google 等級的搜尋系統,https://codelabs.developers.google.com/build-google-quality-rag?hl=zh-tw,783__build-google-quality-rag__運用-Vertex-AI-建構-Google-等級的搜尋系統.pdf,passed,10,17,2417245,驗證通過
784,cloud-gae-java-migrate-buildpacks,將 Google App Engine Java 應用程式遷移至 Cloud Run (使用 Buildpacks),https://codelabs.developers.google.com/cloud-gae-java-migrate-buildpacks?hl=zh-tw,784__cloud-gae-java-migrate-buildpacks__將-Google-App-Engine-Java-應用程式遷移至-Cloud-Run-(使用-Buildpacks).pdf,passed,7,12,819718,驗證通過
785,cloudvision-translate-springboot,電腦視覺輕鬆上手：Spring Boot 和 Java 適用的 Vision AI,https://codelabs.developers.google.com/cloudvision-translate-springboot?hl=zh-tw,785__cloudvision-translate-springboot__電腦視覺輕鬆上手-Spring-Boot-和-Java-適用的-Vision-AI.pdf,passed,7,13,958618,驗證通過
786,cloud-bigquery-wikipedia,在 BigQuery 查詢 Wikipedia 資料集,https://codelabs.developers.google.com/codelabs/cloud-bigquery-wikipedia?hl=zh-tw,786__cloud-bigquery-wikipedia__在-BigQuery-查詢-Wikipedia-資料集.pdf,passed,9,18,2468505,驗證通過
787,candle-bluetooth,使用 Web Bluetooth 控制 PLAYBULB 蠟燭,https://codelabs.developers.google.com/codelabs/candle-bluetooth?hl=zh-tw,787__candle-bluetooth__使用-Web-Bluetooth-控制-PLAYBULB-蠟燭.pdf,passed,8,21,2450999,驗證通過
788,cloud-db-retrieval-app,使用 Cloud SQL 資料庫和 LangChain 建構 LLM 和 RAG 即時通訊應用程式,https://codelabs.developers.google.com/codelabs/cloud-db-retrieval-app?hl=zh-tw,788__cloud-db-retrieval-app__使用-Cloud-SQL-資料庫和-LangChain-建構-LLM-和-RAG-即時通訊應用程式.pdf,passed,11,45,5143644,驗證通過
789,build-and-deploy-a-langchain-app-on-cloud-run,程式碼實驗室：瞭解如何在 Cloud Run 建構及部署 LangChain 應用程式,https://codelabs.developers.google.com/codelabs/build-and-deploy-a-langchain-app-on-cloud-run?hl=zh-tw,789__build-and-deploy-a-langchain-app-on-cloud-run__程式碼實驗室-瞭解如何在-Cloud-Run-建構及部署-LangChain-應用程式.pdf,passed,9,17,852309,驗證通過
790,cbt-for-cassandra,使用雙重寫入 Proxy 從 Cassandra 遷移至 Bigtable,https://codelabs.developers.google.com/codelabs/cbt-for-cassandra?hl=zh-tw,790__cbt-for-cassandra__使用雙重寫入-Proxy-從-Cassandra-遷移至-Bigtable.pdf,passed,11,17,862680,驗證通過
791,cloud-deploy-website-on-gke,透過 Google Kubernetes Engine (GKE) 部署、擴充及更新網站,https://codelabs.developers.google.com/codelabs/cloud-deploy-website-on-gke?hl=zh-tw,791__cloud-deploy-website-on-gke__透過-Google-Kubernetes-Engine-(GKE)-部署、擴充及更新網站.pdf,passed,12,27,1276511,驗證通過
792,deploy-application-with-database-firestore-angular,使用 Node.js Admin SDK，將全端 Angular 應用程式部署至 Cloud Run，並搭配 Firestore 使用,https://codelabs.developers.google.com/codelabs/deploy-application-with-database/firestore-angular?hl=zh-tw,"792__deploy-application-with-database-firestore-angular__使用-Node.js-Admin-SDK,將全端-Angular-應用程式部署至-Cloud-Run,並搭配-Firestore-使用.pdf",passed,9,21,1165248,驗證通過
793,deploy-from-github-gen-ai-angular,將採用 Angular 的生成式 AI 網頁應用程式，自動從版本管控系統部署至 Cloud Run,https://codelabs.developers.google.com/codelabs/deploy-from-github/gen-ai-angular?hl=zh-tw,"793__deploy-from-github-gen-ai-angular__將採用-Angular-的生成式-AI-網頁應用程式,自動從版本管控系統部署至-Cloud-Run.pdf",passed,16,28,2031588,驗證通過
794,bigquery-dataframes-iowa-liquor-sales,使用 BigQuery DataFrames 套件分析愛荷華州的酒類銷售資料,https://codelabs.developers.google.com/bigquery-dataframes-iowa-liquor-sales?hl=zh-tw,794__bigquery-dataframes-iowa-liquor-sales__使用-BigQuery-DataFrames-套件分析愛荷華州的酒類銷售資料.pdf,passed,10,35,1313337,驗證通過
795,app-onboarding,應用程式初始設定,https://codelabs.developers.google.com/app-onboarding?hl=zh-tw,795__app-onboarding__應用程式初始設定.pdf,passed,6,11,721917,驗證通過
796,agent-engine-psc-interface-private,Agent Engine PSC Explicit Proxy,https://codelabs.developers.google.com/agent-engine-psc-interface-private?hl=zh-tw,796__agent-engine-psc-interface-private__Agent-Engine-PSC-Explicit-Proxy.pdf,passed,18,32,2074721,驗證通過
797,cloud-dlp-overview,Cloud Data Loss Prevention 總覽,https://codelabs.developers.google.com/codelabs/cloud-dlp-overview?hl=zh-tw,797__cloud-dlp-overview__Cloud-Data-Loss-Prevention-總覽.pdf,passed,7,20,866122,驗證通過
798,cloud-istio-aspnetcore-part2,將 ASP.NET Core 應用程式部署至 Google Kubernetes Engine，並使用 Istio (第 2 部分),https://codelabs.developers.google.com/codelabs/cloud-istio-aspnetcore-part2?hl=zh-tw,"798__cloud-istio-aspnetcore-part2__將-ASP.NET-Core-應用程式部署至-Google-Kubernetes-Engine,並使用-Istio-(第-2-部分).pdf",passed,11,20,1326733,驗證通過
799,cloud-gae-python-migrate-5-runbldpks,模組 5：使用 Cloud Buildpacks 從 Google App Engine 遷移至 Cloud Run,https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-5-runbldpks?hl=zh-tw,799__cloud-gae-python-migrate-5-runbldpks__模組-5-使用-Cloud-Buildpacks-從-Google-App-Engine-遷移至-Cloud-Run.pdf,passed,7,13,1433899,驗證通過
800,cloud-kubeflow-minikf-kale,使用 MiniKF 和 Kale，從筆記本轉換為 Kubeflow Pipelines,https://codelabs.developers.google.com/codelabs/cloud-kubeflow-minikf-kale?hl=zh-tw,"800__cloud-kubeflow-minikf-kale__使用-MiniKF-和-Kale,從筆記本轉換為-Kubeflow-Pipelines.pdf",passed,7,31,3112069,驗證通過
801,cloud-gae-python-migrate-18-gaepull,如何在 Flask 應用程式使用 App Engine 工作佇列 (提取工作) (模組 18),https://codelabs.developers.google.com/codelabs/cloud-gae-python-migrate-18-gaepull?hl=zh-tw,801__cloud-gae-python-migrate-18-gaepull__如何在-Flask-應用程式使用-App-Engine-工作佇列-(提取工作)-(模組-18).pdf,passed,8,17,2595054,驗證通過
802,cloud-istio-aspnetcore-part1,將 ASP.NET Core 應用程式部署至 Google Kubernetes Engine，並使用 Istio (第 1 部分),https://codelabs.developers.google.com/codelabs/cloud-istio-aspnetcore-part1?hl=zh-tw,"802__cloud-istio-aspnetcore-part1__將-ASP.NET-Core-應用程式部署至-Google-Kubernetes-Engine,並使用-Istio-(第-1-部分).pdf",passed,11,22,1110625,驗證通過
803,cloudnet-psc,適用於 Google API 的 Private Service Connect,https://codelabs.developers.google.com/cloudnet-psc?hl=zh-tw,803__cloudnet-psc__適用於-Google-API-的-Private-Service-Connect.pdf,passed,16,25,1026108,驗證通過
804,cloudnet-l7-hybridneg,使用外部 HTTP(S) 混合式負載平衡器連至網路端點群組,https://codelabs.developers.google.com/cloudnet-l7-hybridneg?hl=zh-tw,804__cloudnet-l7-hybridneg__使用外部-HTTP(S)-混合式負載平衡器連至網路端點群組.pdf,passed,10,19,1959434,驗證通過
805,cloud-gae-java-migrate-docker,將 Google App Engine Java 應用程式遷移至 Cloud Run (使用 Docker),https://codelabs.developers.google.com/cloud-gae-java-migrate-docker?hl=zh-tw,805__cloud-gae-java-migrate-docker__將-Google-App-Engine-Java-應用程式遷移至-Cloud-Run-(使用-Docker).pdf,passed,7,12,848214,驗證通過
806,cloudnet-psc-cloudrun,Private Service Connect：使用 Private Service Connect 透過 Cloud Run 發布及使用服務,https://codelabs.developers.google.com/cloudnet-psc-cloudrun?hl=zh-tw,806__cloudnet-psc-cloudrun__Private-Service-Connect-使用-Private-Service-Connect-透過-Cloud-Run-發布及使用服務.pdf,passed,19,30,1058612,驗證通過
